Rank,NombreJuego,Consola,AnnoPublicacion,Genero,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7604,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004.0,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2
7616,Tigger's Honey Hunt,N64,2000.0,Platform,Ubisoft,0.16,0.04,0.0,0.0,0.2
7621,Disney's Tarzan,N64,2000.0,Platform,Activision,0.16,0.04,0.0,0.0,0.2
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002.0,Platform,THQ,0.15,0.04,0.0,0.01,0.2
7706,The Fairly Odd Parents: Enter the Cleft,GBA,2002.0,Platform,THQ,0.14,0.05,0.0,0.0,0.2
7723,Mega Man Legacy Collection,3DS,2016.0,Platform,Capcom,0.13,0.0,0.05,0.02,0.2
7743,The Hobbit,GBA,2003.0,Platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19
7764,Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
7794,Shrek: Forever After,PS3,2010.0,Platform,Activision,0.16,0.02,0.0,0.02,0.19
7845,Death Jr.,PSP,2005.0,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19
7905,The Legend of Spyro: A New Beginning,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
7945,Crash & Spyro Superpack,GBA,2005.0,Platform,Vivendi Games,0.13,0.05,0.0,0.0,0.19
7959,Bubsy 3D,PS,1996.0,Platform,Accolade,0.1,0.07,0.0,0.01,0.19
8020,Ty the Tasmanian Tiger,XB,2002.0,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18
8032,de Blob 2,Wii,2011.0,Platform,THQ,0.11,0.06,0.0,0.02,0.18
8053,Klonoa: Door to Phantomile,PS,1997.0,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18
8085,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010.0,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18
8107,Shadow The Hedgehog,XB,2005.0,Platform,Sega,0.13,0.04,0.0,0.01,0.18
8151,Disney's Tarzan Untamed,GC,2001.0,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18
8172,Looney Tunes: Back in Action,GBA,2003.0,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18
8184,Pac-Man World 3,DS,2005.0,Platform,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18
8196,Scooby-Doo! Unmasked,GBA,2005.0,Platform,THQ,0.13,0.05,0.0,0.0,0.18
8230,Rugrats: Royal Ransom,GC,2002.0,Platform,THQ,0.13,0.03,0.0,0.0,0.17
8232,Open Season,GC,2006.0,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.17
8262,The Hobbit,GC,2003.0,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17
8268,PlayStation Move Heroes,PS3,2011.0,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17
8277,Disney's Atlantis: The Lost Empire,PS,2001.0,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17
8288,Despicable Me: The Game,PSP,2010.0,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17
8309,Looney Tunes: Back in Action,GC,2003.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17
8310,Tak: The Great Juju Challenge,GBA,2005.0,Platform,THQ,0.12,0.05,0.0,0.0,0.17
8331,Glover,PS,1999.0,Platform,Atari,0.09,0.06,0.0,0.01,0.17
8385,Shrek Extra Large,GC,2002.0,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17
8403,Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17
8406,Densetsu no Stafi 4,DS,2006.0,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17
8440,Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17
8465,Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.0,0.02,0.16
8497,Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16
8540,Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16
8547,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16
8557,Flushed Away,GC,2006.0,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16
8712,Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.02,0.16
8728,de Blob 2,X360,2011.0,Platform,THQ,0.1,0.04,0.0,0.01,0.15
8743,Blinx 2: Masters of Time & Space,XB,2004.0,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15
8747,Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15
8774,Scooby-Doo! Unmasked,GC,2005.0,Platform,THQ,0.12,0.03,0.0,0.0,0.15
8786,Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15
8793,Frogger's Adventures: The Rescue,GC,2003.0,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15
8803,Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
8826,Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15
8862,Mirror's Edge Catalyst,XOne,2016.0,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15
8864,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000.0,Platform,Epoch,0.0,0.0,0.09,0.06,0.15
8926,Pac-Man World 3,XB,2005.0,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15
8941,Disney's Donald Duck: Goin' Quackers,PS,2000.0,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15
8944,Crash: Twinsanity,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15
8953,Rayman Origins,3DS,2012.0,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15
8961,Shin Chan: ¡Aventuras de Cine!,DS,2008.0,Platform,505 Games,0.0,0.0,0.15,0.0,0.15
8999,Mega Man Powered Up,PSP,2006.0,Platform,Capcom,0.12,0.01,0.0,0.02,0.14
9007,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14
9017,Rayman 3,GBA,2003.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14
9029,Casper: Spirit Dimensions,PS2,2001.0,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14
9035,Klonoa: Empire of Dreams,GBA,2001.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14
9063,Cave Story 3D,3DS,2011.0,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14
9112,Zapper: One Wicked Cricket!,GBA,2002.0,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14
9117,Scooby-Doo! Night of 100 Frights,XB,2003.0,Platform,THQ,0.11,0.03,0.0,0.01,0.14
9136,Spyro: A Hero's Tail,XB,2004.0,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14
9137,¡Shin Chan Flipa en colores!,DS,2007.0,Platform,505 Games,0.0,0.0,0.14,0.0,0.14
9171,The Bombing Islands,PS,1997.0,Platform,Kemco,0.08,0.05,0.0,0.01,0.14
9188,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
9204,Barbie Explorer,PS,2001.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14
9206,Disney's Chicken Little,XB,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14
9226,RockMan & Forte,SNES,1998.0,Platform,Capcom,0.0,0.0,0.14,0.0,0.14
9304,Open Season,DS,2006.0,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
9341,Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
9346,Bratz,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13
9362,Shovel Knight,3DS,2015.0,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13
9369,Tak 2: The Staff of Dreams,XB,2004.0,Platform,THQ,0.1,0.03,0.0,0.0,0.13
9390,Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13
9402,Over the Hedge: Hammy Goes Nuts!,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9428,Frogger Beyond,GC,2002.0,Platform,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,Ubisoft,0.09,0.03,0.0,0.0,0.13
9452,The Smurfs 2,X360,2013.0,Platform,Ubisoft,0.03,0.09,0.0,0.01,0.13
9457,Mission: Impossible - Operation Surma,XB,2003.0,Platform,Atari,0.1,0.03,0.0,0.0,0.13
9466,Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,0.1,0.03,0.0,0.0,0.13
9483,Castlevania: Legacy of Darkness,N64,1999.0,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13
9494,Secret Agent Clank,PSP,2008.0,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9507,Ape Escape 3,PS2,2005.0,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
9521,Spider-Man: Battle for New York,DS,2006.0,Platform,Activision,0.12,0.0,0.0,0.01,0.13
9530,Walt Disney Pictures Presents: The Wild,GBA,2006.0,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0,0.13
9550,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004.0,Platform,Electronic Arts,0.09,0.03,0.0,0.0,0.13
9568,Portal Runner,PS2,2001.0,Platform,3DO,0.06,0.05,0.0,0.02,0.13
9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.13
9581,Zapper: One Wicked Cricket!,GC,2002.0,Platform,Infogrames,0.1,0.03,0.0,0.0,0.13
9615,Impossible Mission,DS,2007.0,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13
9618,Garfield's Fun Fest,DS,2008.0,Platform,Zoo Digital Publishing,0.07,0.04,0.0,0.01,0.13
9621,SkullMonkeys,PS,1998.0,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01,0.13
9622,Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Ubisoft,0.11,0.0,0.0,0.01,0.13
9661,Sonic Jam,SAT,1997.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9667,Disney's Atlantis: The Lost Empire,GBA,2001.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
9670,Where the Wild Things Are,Wii,2009.0,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9708,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,Ubisoft,0.06,0.05,0.0,0.02,0.12
9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12
9733,The Ant Bully,GC,2006.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12
9760,Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
9773,Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12
9800,Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12
9804,Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12
9806,X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12
9819,Earthworm Jim 3D,N64,1999.0,Platform,Interplay,0.1,0.02,0.0,0.0,0.12
9820,Rocket: Robot on Wheels,N64,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12
9828,Dora the Explorer: Dora Saves the Mermaids,PS2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12
9844,Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9849,Space Chimps,PS2,2008.0,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12
9874,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005.0,Platform,Midway Games,0.08,0.03,0.0,0.0,0.12
9878,Akuji the Heartless,PS,1998.0,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12
9883,Psychonauts,XB,2005.0,Platform,THQ,0.09,0.03,0.0,0.0,0.12
9967,de Blob 2,DS,2011.0,Platform,THQ,0.09,0.02,0.0,0.01,0.12
10015,Pac 'n Roll,DS,2005.0,Platform,Namco Bandai Games,0.09,0.0,0.02,0.01,0.11
10115,Open Season,X360,2006.0,Platform,Ubisoft,0.1,0.0,0.0,0.01,0.11
10138,Where the Wild Things Are,X360,2009.0,Platform,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.11
10149,Disney's Peter Pan: Return to Never Land,GBA,2002.0,Platform,Ubisoft,0.08,0.03,0.0,0.0,0.11
10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003.0,Platform,THQ,0.08,0.02,0.0,0.0,0.11
10165,Space Chimps,X360,2008.0,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11
10177,The Smurfs 2,PS3,2013.0,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11
10189,HOP,DS,2011.0,Platform,505 Games,0.09,0.01,0.0,0.01,0.11
10219,Tonic Trouble,N64,1999.0,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
10221,Chameleon Twist,N64,1997.0,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11
10243,Frogger: Helmet Chaos,PSP,2005.0,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
10265,Death Jr.: Root of Evil,Wii,2008.0,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
10268,Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.0,0.02,0.11
10280,Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11
10284,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.0,0.11
10295,Lady Sia,GBA,2001.0,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11
10350,Mega Man Zero 4,GBA,2005.0,Platform,Capcom,0.08,0.03,0.0,0.0,0.11
10400,Shovel Knight,WiiU,2015.0,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11
10421,Squinkies 2: Adventure Mall Surprize!,DS,2011.0,Platform,Activision,0.1,0.0,0.0,0.01,0.1
10429,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1
10441,Vexx,XB,2003.0,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1
10448,The Smurfs 2,Wii,2013.0,Platform,Ubisoft,0.0,0.09,0.0,0.01,0.1
10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1
10462,Despicable Me: The Game,PS2,2010.0,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1
10495,Shrek: Forever After,X360,2010.0,Platform,Activision,0.09,0.0,0.0,0.01,0.1
10563,Flushed Away,DS,2006.0,Platform,D3Publisher,0.09,0.0,0.0,0.01,0.1
10575,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1
10587,Disney's The Haunted Mansion,GC,2003.0,Platform,Take-Two Interactive,0.08,0.02,0.0,0.0,0.1
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,0.1
10633,Disney's Donald Duck: Goin' Quackers,N64,2000.0,Platform,Ubisoft,0.08,0.02,0.0,0.0,0.1
10647,Disney's The Jungle Book,GBA,2002.0,Platform,Ubisoft,0.07,0.03,0.0,0.0,0.1
10671,Over the Hedge,XB,2006.0,Platform,Activision,0.07,0.02,0.0,0.0,0.1
10709,Piglet's Big Game,PS2,2003.0,Platform,Gotham Games,0.05,0.04,0.0,0.01,0.1
10730,Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1
10749,Famicom Mini: Mappy,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.09,0.0,0.1
10767,Ice Age 2: The Meltdown,XB,2006.0,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1
10790,Castlevania Double Pack,GBA,2006.0,Platform,Konami Digital Entertainment,0.07,0.03,0.0,0.0,0.1
10842,Pac-Man World 3,GC,2005.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
10865,PAC-MAN and the Ghostly Adventures,3DS,2013.0,Platform,Namco Bandai Games,0.05,0.04,0.0,0.01,0.09
10875,Scaler,PS2,2004.0,Platform,Take-Two Interactive,0.05,0.04,0.0,0.01,0.09
10887,Psychonauts,PS2,2005.0,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09
10896,Galactic Taz Ball,DS,2010.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.09
10901,Scooby-Doo! Unmasked,DS,2005.0,Platform,THQ,0.07,0.02,0.0,0.01,0.09
10904,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010.0,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.09
10931,The Revenge of Shinobi,GBA,2002.0,Platform,Atari,0.07,0.02,0.0,0.0,0.09
10939,I-Ninja,GC,2003.0,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
10944,Dragon Tales: Dragon Seek,PS,2000.0,Platform,Ubisoft,0.05,0.03,0.0,0.01,0.09
10948,Tak: The Great Juju Challenge,DS,2005.0,Platform,THQ,0.09,0.0,0.0,0.01,0.09
10989,Disney's The Haunted Mansion,XB,2003.0,Platform,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09
11015,Space Chimps,Wii,2008.0,Platform,Brash Entertainment,0.08,0.0,0.0,0.01,0.09
11024,Doraemon: Nobita to Midori no Kyojinden DS,DS,2008.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09
11046,Ratchet & Clank Future: Quest for Booty,PS3,2008.0,Platform,Sony Computer Entertainment,0.01,0.06,0.0,0.02,0.09
11049,Castlevania Dracula X,SNES,1995.0,Platform,Konami Digital Entertainment,0.03,0.01,0.05,0.0,0.09
11057,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005.0,Platform,Activision,0.06,0.02,0.0,0.0,0.09
11089,Clockwork Knight,SAT,1994.0,Platform,Sega,0.0,0.0,0.09,0.0,0.09
11092,Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
11132,El Tigre: The Adventures of Manny Rivera,DS,2007.0,Platform,THQ,0.08,0.0,0.0,0.01,0.09
11146,The Ant Bully,Wii,2006.0,Platform,Midway Games,0.08,0.0,0.0,0.01,0.09
11152,The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.04,0.04,0.0,0.01,0.09
11173,SpongeBob: HeroPants,X360,2015.0,Platform,Activision,0.08,0.0,0.0,0.01,0.09
11184,Jimmy Neutron: Boy Genius,GC,2002.0,Platform,THQ,0.07,0.02,0.0,0.0,0.09
11188,PAC-MAN and the Ghostly Adventures,PS3,2013.0,Platform,Namco Bandai Games,0.03,0.04,0.0,0.01,0.09
11213,Famicom Mini: Makaimura,GBA,2004.0,Platform,Capcom,0.0,0.0,0.08,0.0,0.09
11223,Cloudy With a Chance of Meatballs,X360,2009.0,Platform,Ubisoft,0.07,0.01,0.0,0.01,0.09
11284,Famicom Mini: Mario Bros.,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.08,0.0,0.08
11306,PAC-MAN and the Ghostly Adventures,X360,2013.0,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
11326,Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,Ubisoft,0.04,0.03,0.0,0.01,0.08
11366,Strider 2,PS,2000.0,Platform,Virgin Interactive,0.05,0.03,0.0,0.01,0.08
11373,Death Jr. and the Science Fair of Doom,DS,2007.0,Platform,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08
11375,Super Monkey Ball Adventure,PSP,2006.0,Platform,Sega,0.05,0.02,0.0,0.01,0.08
11380,Iron Man / X-O Manowar in Heavy Metal,PS,1996.0,Platform,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08
11402,Pinobee: Wings of Adventure,GBA,2001.0,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,0.08
11412,Ice Age 2: The Meltdown,Wii,2006.0,Platform,Vivendi Games,0.06,0.01,0.0,0.01,0.08
11417,Cloudy With a Chance of Meatballs,PSP,2009.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08
11419,Ultimate Ghosts 'n Goblins,PSP,2006.0,Platform,Capcom,0.07,0.01,0.0,0.01,0.08
11553,Johnny Test,DS,2011.0,Platform,505 Games,0.07,0.0,0.0,0.01,0.08
11567,Taz Wanted,GC,2002.0,Platform,Atari,0.06,0.02,0.0,0.0,0.08
11605,Rayman Origins,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08
11626,Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08
11657,Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
11660,Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08
11665,Pitfall: The Lost Expedition,GC,2004.0,Platform,Activision,0.06,0.02,0.0,0.0,0.08
11674,Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08
11685,Open Season,PSP,2006.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08
11710,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004.0,Platform,Global Star,0.05,0.02,0.0,0.0,0.08
11723,Scooby-Doo! Unmasked,XB,2005.0,Platform,THQ,0.06,0.02,0.0,0.0,0.08
11724,Shovel Knight,PS4,2015.0,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08
11744,Mega Man Legacy Collection,PS4,2016.0,Platform,Capcom,0.06,0.0,0.0,0.01,0.07
11758,Futurama,PS2,2003.0,Platform,SCi,0.04,0.03,0.0,0.01,0.07
11761,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07
11762,Rayman 3: Hoodlum Havoc,XB,2003.0,Platform,Ubisoft,0.06,0.02,0.0,0.0,0.07
11769,Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,0.05,0.02,0.0,0.0,0.07
11801,Mega Man Xtreme,GB,2000.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
11818,Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07
11819,I-Ninja,XB,2003.0,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07
11842,Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07
11866,Tak: The Great Juju Challenge,XB,2005.0,Platform,THQ,0.05,0.02,0.0,0.0,0.07
11878,Disney's Donald Duck Advance,GBA,2001.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07
11905,Pitfall: The Lost Expedition,GBA,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07
11932,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011.0,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07
11956,Open Season,Wii,2006.0,Platform,Ubisoft,0.06,0.0,0.0,0.01,0.07
11964,Shin Chan Contra ¡Los Plastas!,DS,2009.0,Platform,505 Games,0.0,0.0,0.07,0.0,0.07
11975,Taz Wanted,XB,2002.0,Platform,Atari,0.05,0.02,0.0,0.0,0.07
11981,Wallace & Gromit in Project Zoo,GC,2003.0,Platform,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07
12002,Rayman 3: Hoodlum Havoc,GC,2003.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07
12011,Anubis II,Wii,2007.0,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07
12032,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005.0,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07
12052,Pitfall: The Lost Expedition,XB,2004.0,Platform,Activision,0.05,0.01,0.0,0.0,0.07
12120,N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07
12142,The Tale of Despereaux,DS,2008.0,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07
12194,Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07
12203,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
12204,Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
12212,Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07
12244,Walt Disney Pictures Presents Enchanted,DS,2007.0,Platform,Disney Interactive Studios,0.04,0.01,0.0,0.01,0.07
12287,Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06
12300,Max & the Magic Marker,DS,2011.0,Platform,Unknown,0.0,0.06,0.0,0.0,0.06
12316,Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06
12383,LEGO Bionicle,GBA,2001.0,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06
12456,Disney's Kim Possible: Global Gemini,DS,2007.0,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06
12474,Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
12551,Impossible Mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.02,0.06
12569,Oddworld: Munch's Oddysee,GBA,2003.0,Platform,THQ,0.04,0.02,0.0,0.0,0.06
12632,Gem Smashers,Wii,2011.0,Platform,Crave Entertainment,0.05,0.0,0.0,0.0,0.06
12654,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993.0,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12675,Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.02,0.0,0.0,0.06
12696,Burning Rangers,SAT,1998.0,Platform,Sega,0.0,0.0,0.06,0.0,0.06
12705,Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06
12750,Dr. Muto,XB,2002.0,Platform,Midway Games,0.04,0.01,0.0,0.0,0.06
12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995.0,Platform,Epoch,0.0,0.0,0.06,0.0,0.06
12799,Space Chimps,DS,2008.0,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
